"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000052479",92.8118704065299,-0.337842958347663,0.271845153511745,-1.24277719864911,0.213949947027813,0.460659891370465
"ENSMUSG00000052485",7.41281748821133,0.0973829119639427,0.634930487160731,0.153375706369712,0.878102001708951,0.947540208620618
"ENSMUSG00000052488",1125.51919916935,-0.0410999282487153,0.0982874129292537,-0.41816064767417,0.675829665585332,0.84666101419054
"ENSMUSG00000052496",24.4072591937582,-0.0488770793589151,0.363365359990655,-0.134512214813685,0.892997552842609,0.953525834478158
"ENSMUSG00000052504",226.205101202484,-0.0115653954033576,0.152829319118852,-0.0756752400000123,0.939677475111633,0.975204596208879
"ENSMUSG00000052512",800.74966438641,-0.332778422711715,0.198432699455003,-1.6770341966102,0.0935357950028502,0.285119635681603
"ENSMUSG00000052516",1310.79063593075,-0.0159855892687672,0.161692291133854,-0.0988642634517053,0.921246043489048,0.965886849971792
"ENSMUSG00000052525",11.017613873553,-0.963389953765495,0.534300082521939,-1.80308778770577,0.0713744287752602,0.240536267502786
"ENSMUSG00000052533",364.119858873404,-0.203548407723026,0.119399736529554,-1.70476429546093,0.088238393039782,0.274884276385981
"ENSMUSG00000052534",2919.21939763153,0.213225418301044,0.106601378595564,2.00021257801929,0.0454773141900379,0.182175528133362
"ENSMUSG00000052539",855.229659995707,0.0573183535260367,0.126246927241975,0.454017810795311,0.649816007500655,0.83113223047879
"ENSMUSG00000052544",276.726500909247,0.0731301239953329,0.160905227939114,0.454491907640223,0.649474815109081,0.831061178927762
"ENSMUSG00000052551",434.641553103133,-0.394652361753795,0.155864969338563,-2.53201449580726,0.0113409302704269,0.073799736797488
"ENSMUSG00000052557",597.624986303557,-0.439605686341325,0.143763286702294,-3.0578438795133,0.00222935689039382,0.0236411919093018
"ENSMUSG00000052560",526.550062734208,-0.0164576549470947,0.119368475953965,-0.137872707308767,0.890341020792905,0.952200017092783
"ENSMUSG00000052563",79.2522170285722,-0.831622670832925,0.219273412176394,-3.79262885809397,0.00014906085700087,0.00306161124612242
"ENSMUSG00000052565",8.45478709537978,0.800716660901537,0.649159266308637,1.23346719743325,0.217401507726983,0.463755593490177
"ENSMUSG00000052566",256.21418390003,-0.664878453540655,0.160082342315575,-4.15335285530719,3.27638924332711e-05,0.000873747835710391
"ENSMUSG00000052572",5623.09537026025,0.0375370790989547,0.136686824254509,0.274621049275834,0.783607392911071,0.901882608199348
"ENSMUSG00000052581",775.170396119549,0.309354103575388,0.188349682989222,1.64244557604639,0.10049769627351,0.298588618113613
"ENSMUSG00000052584",851.146978468935,-0.203389459944201,0.206432149284179,-0.985260583922958,0.324496088561608,0.580761942373342
"ENSMUSG00000052593",399.478231397007,0.179838035910896,0.133718725712281,1.34489791876905,0.178658202446041,0.416197885961242
"ENSMUSG00000052605",81.6502513024615,-0.0103403115149051,0.242225144932006,-0.0426888443716594,0.965949572366113,0.985816185464703
"ENSMUSG00000052609",490.101202390665,-0.0963558484450468,0.19517205511702,-0.493696950556135,0.62152021917408,0.814086698219401
"ENSMUSG00000052613",216.808853181345,-0.981666780641548,0.171546141462982,-5.72246494307411,1.04989513362742e-08,8.04284530745238e-07
"ENSMUSG00000052616",9.61755135813131,-0.924701732813869,0.563487684164488,-1.64103273026272,0.100790621184743,0.299145357505831
"ENSMUSG00000052629",99.5219048239677,-0.414700098222126,0.231490941219199,-1.79143121557161,0.0732241234183121,0.244174761805501
"ENSMUSG00000052631",4.9157426008105,0.101485061718416,0.980590087696902,0.10349386863248,0.917571015487609,0.964582309965542
"ENSMUSG00000052632",931.173829175666,-0.11195904080201,0.125053356508415,-0.895290169956185,0.370631993711967,0.625391870018177
"ENSMUSG00000052656",731.558436783924,0.279466639790705,0.137548511712777,2.03176782002756,0.0421771664049397,0.173942456587073
"ENSMUSG00000052658",10.1708220192382,-0.978106094155136,0.552768331238798,-1.76946839910876,0.0768157398618681,0.252418200496742
"ENSMUSG00000052673",17.709520541326,-0.368945625143268,0.426813078673332,-0.864419680601321,0.387357385388068,0.640038716442798
"ENSMUSG00000052675",135.872162269439,-0.653972417126113,0.172465726752084,-3.79189784220829,0.000149500414596573,0.00306746403930777
"ENSMUSG00000052676",272.469316102748,-0.253019435167829,0.127941913948824,-1.97761177208146,0.0479725202114212,0.188256086533783
"ENSMUSG00000052681",1509.8516973639,0.298342902758147,0.124150286735125,2.40307864447114,0.0162576906353662,0.0939338497077173
"ENSMUSG00000052684",2459.27446409655,0.221698681969814,0.106243945735919,2.0866947329015,0.0369157376944482,0.159469878422719
"ENSMUSG00000052688",55.7538972189056,0.243451243385098,0.292351013286069,0.832736102566123,0.404993578607122,0.654919381844036
